code,name,industry,current_price,high_lookback,low_lookback,drawdown,drawdown_pct,bounce_from_low,distance_to_resistance,volume_ratio,volume_contracted,is_oversold,meet_all_conditions,scan_date,lookback_period,bounce_trigger_date
301349,,,46.96,67.8,44.58,-0.30737463126843656,30.737463126843657,5.3387169134140935,44.378194207836444,85.16622682354848,False,True,True,2026-03-11,120,2026-02-24
300652,,,51.42,74.21,48.06,-0.3071014688047432,30.71014688047432,6.991260923845193,44.32127576818357,73.0649543291847,False,True,True,2026-03-11,120,2026-02-03
300539,,,34.13,49.2,27.9,-0.30630081300813006,30.630081300813007,22.329749103942667,44.154702607676526,100.69068909618724,False,True,True,2026-03-11,120,2026-02-24
300801,,,30.15,43.42,25.7,-0.3056195301704284,30.561953017042843,17.31517509727626,44.013266998341635,79.15682184385346,False,True,True,2026-03-11,120,2025-12-23
002995,,,26.79,38.56,15.83,-0.30523858921161834,30.523858921161835,69.23562855337966,43.934303844718194,219.4216615687183,False,True,True,2026-03-11,120,2026-01-05
002774,,,11.44,16.45,8.73,-0.30455927051671733,30.455927051671733,31.04238258877433,43.79370629370629,80.17827452935272,False,True,True,2026-03-11,120,2025-12-18
002805,,,16.59,23.85,15.66,-0.3044025157232705,30.44025157232705,5.9386973180076605,43.7613019891501,51.98074769995515,True,True,True,2026-03-11,120,2026-02-24
688260,,,35.71,51.3,26.66,-0.3038986354775828,30.389863547758278,33.94598649662416,43.65723886866423,56.195839399880064,True,True,True,2026-03-11,120,2025-11-24
600637,,,11.23,16.12,9.0,-0.3033498759305211,30.33498759305211,24.777777777777782,43.54407836153161,94.32711034647758,False,True,True,2026-03-11,120,2025-12-29
002694,,,3.4,4.88,3.0,-0.30327868852459017,30.327868852459016,13.33333333333333,43.529411764705884,148.8967365854587,False,True,True,2026-03-11,120,2026-02-24
301232,,,178.0,255.3,47.24,-0.3027810419114767,30.27810419114767,276.79932260795937,43.426966292134836,95.71757406094909,False,True,True,2026-03-11,120,2025-11-20
688353,,,108.09,155.0,84.0,-0.30264516129032254,30.264516129032256,28.67857142857143,43.39901933573873,56.49369971491658,True,True,True,2026-03-11,120,2025-11-11
300765,,,33.44,47.92,28.41,-0.302170283806344,30.217028380634396,17.705033438929945,43.30143540669858,86.3483934385198,False,True,True,2026-03-11,120,2025-12-18
603698,,,33.78,48.4,17.84,-0.3020661157024793,30.206611570247933,89.34977578475338,43.28004736530491,85.65508438778417,False,True,True,2026-03-11,120,2025-11-28
300244,,,23.25,33.3,14.48,-0.3018018018018017,30.180180180180173,60.56629834254144,43.22580645161289,119.40073192656739,False,True,True,2026-03-11,120,2025-12-18
300472,,,7.8,11.17,7.21,-0.3017009847806625,30.170098478066247,8.183079056865463,43.205128205128204,69.33780884583578,True,True,True,2026-03-11,120,2026-01-22
688776,,,104.76,150.0,83.2,-0.3016,30.159999999999997,25.91346153846154,43.18442153493699,71.56978445282076,False,True,True,2026-03-11,120,2025-12-03
300082,,,10.05,14.38,9.16,-0.3011126564673157,30.11126564673157,9.716157205240181,43.08457711442786,78.55388491944579,False,True,True,2026-03-11,120,2026-02-06
